,Name,Team,Pos,Injury / Surgery Date,Injury / Surgery,Status,IL Retro Date,Eligible to Return,Return Date,Latest Update
1944,Dylan Carlson,STL,OF,03/25/24,Sprained shoulder (AC joint),10-Day IL,03/26/24,04/05/24,,No timetable for return
1945,Matt McLain,CIN,2B,03/26/24,Shoulder surgery,10-Day IL,03/25/24,04/04/24,,Out until at least August
1946,Miguel Andujar,OAK,OF/INF,03/27/24,Knee surgery (lateral meniscectomy),10-Day IL,03/25/24,04/04/24,,Expected to miss 4-6 weeks
1947,Justin Steele,CHC,SP,03/28/24,Strained hamstring,15-Day IL,03/29/24,04/13/24,,Out at least 1 month
1948,Royce Lewis,MIN,3B,03/28/24,Strained quad,10-Day IL,03/29/24,04/08/24,,Out at least 1 month
1949,Luke Jackson,SFG,RP,03/28/24,Strained lower back,15-Day IL,03/29/24,04/13/24,,No timetable for return
1950,Riley O'Brien,STL,RP,03/28/24,Strained forearm flexor,15-Day IL,03/29/24,04/13/24,,No timetable for return
1951,Nick Senzel,WSN,3B,03/28/24,Fractured thumb (right),Activated,03/27/24,04/06/24,04/15/24,Activated
1952,Sean Murphy,ATL,C,03/29/24,Strained oblique,10-Day IL,03/30/24,04/09/24,,No timetable for return
1953,Anthony DeSclafani,MIN,SP,03/29/24,Elbow/Flexor tendon surgery,60-Day IL,03/25/24,05/24/24,,Out for 2024 season
1954,Cionel Pérez,BAL,RP,03/30/24,Strained oblique,15-Day IL,03/31/24,04/15/24,,No timetable for return
1955,Jason Heyward,LAD,OF,03/30/24,Lower back tightness,10-Day IL,03/31/24,04/10/24,,No timetable for return
1956,Trevor Megill,MIL,RP,03/30/24,Concussion,7-Day IL,03/31/24,04/07/24,,Rehab assignment (4/13)
1957,Taylor Clarke,MIL,RP,03/30/24,Knee surgery (torn meniscus),15-Day IL,03/25/24,04/09/24,,Likely out until late May
1958,Luis F. Ortiz,PHI,RP,03/30/24,Sprained ankle,15-Day IL,03/31/24,04/15/24,,No timetable for return
1959,Alek Thomas,ARI,OF,03/31/24,Strained hamstring,10-Day IL,04/01/24,04/11/24,,No timetable for return
1960,Eloy Jiménez,CHW,OF,03/31/24,Strained groin,Activated,04/02/24,04/12/24,04/15/24,Activated
1961,Tylor Megill,NYM,SP,03/31/24,Strained shoulder,15-Day IL,04/01/24,04/16/24,,No timetable for return
1962,Jason Delay,PIT,C,03/31/24,Knee inflammation,10-Day IL,04/01/24,04/11/24,,No timetable for return
1963,Daniel Bard,COL,RP,Apr '24,Flexor tendon surgery,15-Day IL,03/25/24,04/09/24,,Out for 2024 season
1964,Matt Carpenter,STL,1B,04/01/24,Strained oblique,10-Day IL,04/02/24,04/12/24,,No timetable for return
1965,Josh Jung,TEX,3B,04/01/24,Wrist surgery,60-Day IL,04/02/24,06/01/24,,Expected to miss 8-10 weeks
1966,Framber Valdez,HOU,SP,04/02/24,Elbow inflammation,15-Day IL,04/06/24,04/21/24,,No timetable for return
1967,Jakob Junis,MIL,SP,04/02/24,Shoulder impingement,15-Day IL,04/03/24,04/18/24,,No timetable for return
1968,Geraldo Perdomo,ARI,SS,04/03/24,Torn knee meniscus,10-Day IL,04/04/24,04/14/24,,Expected to miss at least 1 month
1969,Nick Pivetta,BOS,SP,04/03/24,Strained elbow flexor,15-Day IL,04/06/24,04/21/24,,No timetable for return
1970,Bennett Sousa,HOU,RP,04/03/24,Thoracic outlet syndrome surgery,60-Day IL,03/25/24,05/24/24,,Out for 2024 season
1971,Daniel Duarte,MIN,RP,04/03/24,Strained triceps,15-Day IL,04/04/24,04/19/24,,No timetable for return
1972,Jonathan Loáisiga,NYY,RP,04/03/24,Torn elbow ligament (UCL),60-Day IL,04/04/24,06/03/24,,Out for 2024 season
1973,Trevor Gott,OAK,RP,04/03/24,Tommy John surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
1974,Victor Robles,WSN,OF,04/03/24,Strained hamstring,10-Day IL,04/04/24,04/14/24,,No timetable for return
1975,Josiah Gray,WSN,SP,04/04/24,Strained elbow flexor,15-Day IL,04/06/24,04/21/24,,No timetable for return
1976,Trevor Story,BOS,SS,04/05/24,Shoulder surgery (fractured glenoid),10-Day IL,04/06/24,04/16/24,,Questionable for 2024 season
1977,Julian Merryweather,CHC,RP,04/05/24,Rib stress fracture,60-Day IL,04/06/24,06/05/24,,No timetable for return
1978,John Brebbia,CHW,RP,04/05/24,Strained calf,15-Day IL,04/06/24,04/21/24,,No timetable for return
1979,Luis Robert Jr.,CHW,OF,04/05/24,Strained hip flexor,10-Day IL,04/06/24,04/16/24,,Expected to miss at least 6-8 weeks
1980,Ryan Borucki,PIT,RP,04/05/24,Triceps inflammation,15-Day IL,04/06/24,04/21/24,,No timetable for return
1981,Max Kepler,MIN,OF,04/06/24,Knee contusion,10-Day IL,04/07/24,04/22/24,,Rehab assignment (4/18)
1982,Josh Sborz,TEX,RP,04/06/24,Strained shoulder (rotator cuff),15-Day IL,04/07/24,04/22/24,,No timetable for return
1983,Andy Ibáñez,DET,INF/OF,04/07/24,Strained hamstring,10-Day IL,04/08/24,04/18/24,,No timetable for return
1984,Guillermo Zuñiga,LAA,RP,04/07/24,Strained pectoral,15-Day IL,04/08/24,04/23/24,,No timetable for return
1985,Chase Silseth,LAA,SP,04/07/24,Elbow inflammation,15-Day IL,04/08/24,04/23/24,,No timetable for return
1986,Brent Rooker,OAK,OF,04/07/24,Costochondral cartilage injury,10-Day IL,04/08/24,04/18/24,,No timetable for return
